# IDX        LATG        LATC        LONW          MU          TB
  224      -31.51      -26.51      205.30      0.8356      212.51
  225      -31.49      -26.49      201.74      0.8214      218.14
  226      -31.47      -26.47      198.12      0.8037      221.90
  227      -31.44      -26.45      194.40      0.7823      223.90
  228      -31.41      -26.42      190.58      0.7568      224.60
  229      -31.37      -26.38      186.61      0.7269      223.86
  230      -31.32      -26.34      182.46      0.6920      221.58
  231      -31.27      -26.30      178.08      0.6513      218.23
  232      -31.21      -26.24      173.40      0.6035      213.84
  233      -31.14      -26.18      168.29      0.5468      206.57
  234      -31.05      -26.10      162.56      0.4782      192.89
  235      -30.94      -26.00      155.82      0.3912      169.93
  236      -30.78      -25.86      146.95      0.2687      138.02
  237      -26.78      -22.32      296.22      0.2095      129.73
  238      -26.96      -22.49      285.92      0.3611      166.19
  239      -27.09      -22.59      278.74      0.4600      190.75
  240      -27.18      -22.68      272.82      0.5363      203.20
  241      -27.26      -22.74      267.62      0.5985      208.11
  242      -27.32      -22.80      262.90      0.6508      210.37
  243      -27.38      -22.85      258.51      0.6955      212.29
  244      -27.43      -22.89      254.37      0.7339      213.81
  245      -27.47      -22.93      250.44      0.7669      214.64
  246      -27.50      -22.96      246.65      0.7953      215.71
  247      -27.53      -22.99      242.99      0.8195      218.26
  248      -27.56      -23.01      239.42      0.8399      222.17
  249      -27.58      -23.03      235.93      0.8567      225.89
  250      -27.60      -23.04      232.51      0.8702      227.91
  251      -27.61      -23.05      229.13      0.8806      227.85
  252      -27.62      -23.06      225.78      0.8878      226.01
  253      -27.62      -23.06      222.45      0.8921      222.87
  254      -27.63      -23.07      219.14      0.8934      219.33
  255      -27.62      -23.06      215.82      0.8918      216.92
  256      -27.62      -23.06      212.50      0.8873      216.78
  257      -27.61      -23.05      209.15      0.8797      218.40
  258      -27.59      -23.04      205.76      0.8690      220.00
  259      -27.58      -23.02      202.33      0.8552      220.41
  260      -27.56      -23.01      198.83      0.8380      220.08
  261      -27.53      -22.98      195.26      0.8172      219.98
  262      -27.50      -22.96      191.59      0.7926      220.31
  263      -27.46      -22.92      187.79      0.7638      220.70
  264      -27.42      -22.89      183.83      0.7303      221.29
  265      -27.37      -22.85      179.67      0.6913      222.19
  266      -27.32      -22.80      175.25      0.6460      221.93
  267      -27.25      -22.74      170.49      0.5928      217.11
  268      -27.17      -22.67      165.23      0.5293      204.12
  269      -27.08      -22.58      159.22      0.4514      181.27
  270      -26.95      -22.47      151.86      0.3493      149.64
  271      -26.75      -22.30      140.91      0.1869      112.83
  272      -23.02      -19.07      291.00      0.2955      142.30
  273      -23.17      -19.20      282.71      0.4179      173.00
  274      -23.28      -19.29      276.31      0.5066      191.87
  275      -23.36      -19.36      270.84      0.5774      201.97
  276      -23.43      -19.43      265.96      0.6362      208.66
  277      -23.49      -19.48      261.47      0.6861      214.88
  278      -23.55      -19.52      257.28      0.7290      220.28
  279      -23.59      -19.56      253.31      0.7661      223.47
  280      -23.63      -19.60      249.52      0.7981      224.53
  281      -23.66      -19.62      245.86      0.8257      225.25
  282      -23.69      -19.65      242.32      0.8493      227.34
  283      -23.72      -19.67      238.86      0.8692      230.89
  284      -23.74      -19.69      235.48      0.8856      234.64
  285      -23.75      -19.70      232.15      0.8988      237.38
  286      -23.76      -19.71      228.86      0.9090      238.67
  287      -23.77      -19.72      225.60      0.9161      238.71
  288      -23.78      -19.72      222.37      0.9203      237.92
  289      -23.78      -19.72      219.14      0.9215      236.85
  290      -23.78      -19.72      215.92      0.9200      235.92
  291      -23.77      -19.72      212.68      0.9155      235.19
  292      -23.76      -19.71      209.42      0.9081      234.21
  293      -23.75      -19.70      206.13      0.8977      232.52
  294      -23.73      -19.69      202.80      0.8841      230.18
  295      -23.71      -19.67      199.41      0.8673      227.57
  296      -23.69      -19.65      195.94      0.8471      224.83
  297      -23.66      -19.62      192.39      0.8231      221.92
  298      -23.63      -19.59      188.72      0.7951      219.33
  299      -23.59      -19.56      184.91      0.7626      217.91
  300      -23.54      -19.52      180.92      0.7250      217.49
  301      -23.49      -19.47      176.70      0.6815      215.97
  302      -23.43      -19.42      172.18      0.6307      210.37
  303      -23.35      -19.36      167.25      0.5709      198.64
  304      -23.27      -19.28      161.71      0.4987      180.18
  305      -23.16      -19.19      155.18      0.4076      155.15
  306      -23.00      -19.05      146.58      0.2798      124.52
  307      -19.07      -15.71      298.85      0.1768      114.12
  308      -19.28      -15.89      287.68      0.3532      148.54
  309      -19.41      -16.00      280.39      0.4614      174.49
  310      -19.51      -16.08      274.47      0.5437      191.83
  311      -19.59      -16.15      269.32      0.6107      204.60
  312      -19.66      -16.21      264.67      0.6671      216.04
  313      -19.71      -16.25      260.36      0.7152      226.22
  314      -19.76      -16.30      256.32      0.7569      233.40
  315      -19.81      -16.33      252.48      0.7929      236.69
  316      -19.84      -16.36      248.79      0.8242      237.20
  317      -19.88      -16.39      245.24      0.8512      237.25
  318      -19.90      -16.41      241.79      0.8742      238.72
  319      -19.93      -16.43      238.42      0.8937      241.89
  320      -19.95      -16.45      235.11      0.9099      245.66
  321      -19.96      -16.46      231.86      0.9229      248.52
  322      -19.97      -16.47      228.65      0.9328      249.53
