# VLA smeared map of saturn, Q band, 0.62 - 0.75 cm, 40 - 48.4 GHz
#    LATG1     LATG2        TB       sTB        MU       sMU         N
      55.2      55.3     -0.87      0.92      0.81     0.042         9
      55.3      55.4     -0.16      1.03      0.82     0.027        14
      55.4      55.5     -0.60      1.04      0.80     0.045        12
      55.5      55.6     -0.58      0.99      0.83     0.028        12
      55.6      55.7     -0.82      0.70      0.85     0.013        17
      55.7      55.8     -0.14      0.58      0.82     0.016         8
      55.8      55.9     -0.42      0.66      0.82     0.020         8
      55.9      56.0     -0.28      0.69      0.81     0.027        10
      56.0      56.1     -0.46      0.87      0.83     0.024        12
      56.1      56.2     -0.61      0.93      0.83     0.016         8
      56.2      56.3     -0.94      0.75      0.83     0.024        19
      56.3      56.4     -0.24      0.52      0.81     0.042        14
      56.4      56.5     -0.29      0.63      0.82     0.015         6
      56.5      56.6     -0.43      0.62      0.81     0.030        11
      56.6      56.7     -0.61      0.59      0.81     0.029        11
      56.7      56.8     -0.70      0.76      0.82     0.032        14
      56.8      56.9     -0.88      0.64      0.82     0.029        16
      56.9      57.0     -0.83      0.40      0.84     0.008         9
      57.0      57.1     -0.43      0.82      0.81     0.016         8
      57.1      57.2     -0.17      0.95      0.82     0.010         4
      57.2      57.3     -0.59      0.79      0.80     0.028        12
      57.3      57.4     -0.78      0.91      0.82     0.015        10
      57.4      57.5     -0.75      0.73      0.82     0.014        12
      57.5      57.6     -0.83      0.51      0.82     0.027        19
      57.6      57.7     -0.77      0.75      0.78     0.035        10
      57.7      57.8     -0.38      1.01      0.80     0.023         8
      57.8      57.9     -0.53      1.02      0.79     0.038        12
      57.9      58.0     -0.67      1.10      0.80     0.028        10
      58.0      58.1     -0.92      0.78      0.79     0.051        12
      58.1      58.2     -0.70      0.59      0.81     0.033        21
      58.2      58.3     -0.75      0.95      0.81     0.014         5
      58.3      58.4     -0.24      1.01      0.80     0.024         7
      58.4      58.5     -0.55      0.98      0.78     0.034        13
      58.5      58.6     -0.48      1.35      0.79     0.036        10
      58.6      58.7     -1.07      0.76      0.79     0.042         9
      58.7      58.8     -0.37      0.85      0.81     0.015        10
      58.8      58.9     -0.45      0.76      0.81     0.019        17
      58.9      59.0     -0.34      0.81      0.77     0.030         8
      59.0      59.1     -0.21      1.09      0.77     0.041        12
      59.1      59.2     -0.19      1.29      0.78     0.037         8
      59.2      59.3      0.00      1.38      0.80     0.015        10
      59.3      59.4      0.12      1.04      0.80     0.022        12
      59.4      59.5      0.19      0.73      0.80     0.036        16
      59.5      59.6     -0.20      0.87      0.76     0.045        10
      59.6      59.7     -0.51      0.78      0.78     0.022         5
      59.7      59.8      0.16      1.16      0.79     0.016         8
      59.8      59.9      0.39      1.16      0.79     0.022        10
      59.9      60.0      0.84      1.34      0.80     0.010         8
      60.0      60.1      0.64      1.09      0.79     0.027        14
      60.1      60.2      0.82      0.96      0.79     0.028        13
      60.2      60.3      0.48      1.03      0.77     0.022         9
      60.3      60.4     -0.43      0.84      0.74     0.056         9
      60.4      60.5      0.78      1.16      0.79     0.020         7
      60.5      60.6      0.78      1.19      0.78     0.026        11
      60.6      60.7      1.16      1.30      0.79     0.024        10
      60.7      60.8      1.62      1.15      0.76     0.029         5
      60.8      60.9      1.01      0.90      0.71     0.063         9
      60.9      61.0      0.43      1.64      0.76     0.032         8
      61.0      61.1      1.05      1.18      0.77     0.023         8
      61.1      61.2      1.20      1.16      0.77     0.022        10
      61.2      61.3      1.56      1.30      0.77     0.035        12
      61.3      61.4      1.50      1.55      0.77     0.033        16
      61.4      61.5      1.14      1.77      0.77     0.039        12
      61.5      61.6      1.75      1.04      0.77     0.013         7
      61.6      61.7      1.00      1.49      0.71     0.052         7
      61.7      61.8      1.45      1.31      0.77     0.020         9
      61.8      61.9      1.91      1.31      0.78     0.015         8
      61.9      62.0      1.84      1.55      0.77     0.022        12
      62.0      62.1      1.83      1.53      0.78     0.028        17
      62.1      62.2      2.03      1.10      0.77     0.010         4
      62.2      62.3      1.03      1.44      0.75     0.026        11
      62.3      62.4      0.59      1.58      0.73     0.039        10
      62.4      62.5      1.62      1.24      0.77     0.015         8
      62.5      62.6      1.60      1.75      0.76     0.023         8
      62.6      62.7      1.73      1.73      0.77     0.021        14
      62.7      62.8      2.21      1.24      0.78     0.014        13
      62.8      62.9      0.08      2.08      0.73     0.027        10
      62.9      63.0     -0.01      1.87      0.72     0.049         7
      63.0      63.1      0.88      1.94      0.74     0.037         9
      63.1      63.2      0.45      1.73      0.74     0.039        12
      63.2      63.3      0.67      2.15      0.75     0.028        14
      63.3      63.4      1.52      1.20      0.77     0.013        15
      63.4      63.5      1.66      1.66      0.75     0.009         4
      63.5      63.6      0.41      2.51      0.74     0.024         8
      63.6      63.7      0.72      1.09      0.68     0.082         7
      63.7      63.8      0.06      1.87      0.71     0.068        10
      63.8      63.9      0.80      1.39      0.75     0.016         8
      63.9      64.0      0.70      1.81      0.75     0.022        11
      64.0      64.1      0.56      1.63      0.75     0.029        18
      64.1      64.2     -0.62      2.25      0.72     0.032         7
      64.2      64.3     -0.72      2.21      0.72     0.028         8
      64.3      64.4     -0.16      2.11      0.74     0.022        10
      64.4      64.5      0.65      1.00      0.73     0.040         8
      64.5      64.6     -0.58      2.04      0.72     0.049        13
      64.6      64.7     -0.38      2.05      0.74     0.028        14
      64.7      64.8      0.67      0.84      0.76     0.008         9
      64.8      64.9     -0.46      1.99      0.73     0.015         6
      64.9      65.0     -0.31      2.20      0.73     0.023         9
      65.0      65.1     -0.86      1.99      0.72     0.035         5
      65.1      65.2      0.29      0.93      0.72     0.034         8
      65.2      65.3     -0.50      1.74      0.72     0.041        13
      65.3      65.4      0.09      1.36      0.75     0.020        14
      65.4      65.5      0.26      1.45      0.74     0.012         7
      65.5      65.6     -1.00      1.80      0.70     0.029         8
      65.6      65.7     -0.37      1.68      0.72     0.016         6
      65.7      65.8     -0.67      1.59      0.71     0.028        12
      65.8      65.9     -0.06      0.86      0.69     0.058        10
      65.9      66.0     -0.84      1.58      0.72     0.033        10
      66.0      66.1      0.41      0.64      0.74     0.016        15
      66.1      66.2     -0.22      1.22      0.70     0.028         6
      66.2      66.4     -0.22      1.18      0.69     0.040        18
      66.4      66.5     -0.68      1.27      0.72     0.016         4
      66.5      66.6     -0.38      0.87      0.68     0.048        16
      66.6      66.7      0.07      0.91      0.73     0.015        10
      66.7      66.8     -0.02      0.72      0.71     0.036        17
      66.8      66.9     -0.14      1.19      0.71     0.015         6
      66.9      67.0      0.42      1.12      0.72     0.009         6
      67.0      67.1     -0.07      1.10      0.71     0.015         6
      67.1      67.2     -0.17      0.86      0.70     0.028        12
      67.2      67.3      0.21      0.66      0.72     0.009         6
      67.3      67.4     -0.29      0.70      0.71     0.028         8
      67.4      67.5      0.26      0.56      0.71     0.039        16
      67.5      67.6     -0.09      0.88      0.67     0.028         8
      67.6      67.7      0.31      0.79      0.65     0.062         7
      67.7      67.8      0.06      0.88      0.67     0.040        10
      67.8      67.9      0.09      0.96      0.71     0.016         8
      67.9      68.0      0.11      0.70      0.68     0.044        13
      68.0      68.1      0.13      0.66      0.72     0.008         8
      68.1      68.2     -0.09      0.64      0.70     0.032        12
      68.2      68.3      0.18      0.85      0.65     0.045         9
      68.3      68.4      0.42      1.26      0.70     0.009         4
      68.4      68.5      0.08      1.05      0.68     0.022         5
      68.5      68.6      0.19      0.86      0.68     0.037        10
      68.6      68.7      0.09      0.86      0.68     0.051         7
      68.7      68.8     -0.01      0.67      0.67     0.048        18
      68.8      68.9      0.02      0.58      0.70     0.028        11
      68.9      69.0     -0.09      0.80      0.67     0.028         8
      69.0      69.1      0.57      0.92      0.64     0.043         5
      69.1      69.2      0.64      1.09      0.70     0.009         6
      69.2      69.3     -0.23      0.86      0.67     0.024         6
      69.3      69.4      1.21      0.27      0.62     0.107         5
      69.4      69.5     -0.07      0.70      0.67     0.028        12
      69.5      69.6      0.21      0.60      0.66     0.065        19
      69.6      69.7      0.59      0.60      0.61     0.081         5
      69.7      69.8     -0.08      0.74      0.66     0.027         8
      69.8      69.9      0.16      0.79      0.66     0.040        10
      69.9      70.0      0.30      0.77      0.69     0.009         4
      70.0      70.1     -0.01      0.77      0.67     0.025         7
      70.1      70.2      1.22      0.46      0.62     0.086         6
      70.2      70.3      0.15      0.60      0.67     0.042        14
      70.3      70.5     -0.18      0.64      0.66     0.021        10
      70.5      70.6     -0.34      0.66      0.67     0.015         6
      70.6      70.7      0.20      0.93      0.64     0.036        12
      70.7      70.8     -0.25      0.85      0.67     0.019         4
      70.8      70.9      0.05      0.77      0.66     0.030        12
      70.9      71.0      0.07      0.46      0.68     0.012        11
      71.0      71.1     -0.50      0.83      0.65     0.015         6
      71.1      71.3     -0.40      1.05      0.65     0.021        10
      71.3      71.4     -0.27      0.70      0.67     0.009         6
      71.4      71.5     -1.01      1.28      0.60     0.065         8
      71.5      71.6     -0.15      0.84      0.67     0.017         6
      71.6      71.7     -0.09      0.51      0.68     0.007         7
      71.7      71.8     -0.58      0.90      0.66     0.019        10
      71.8      71.9     -0.60      1.61      0.65     0.018         4
      71.9      72.0     -0.51      1.38      0.64     0.023         6
      72.0      72.1     -0.04      1.49      0.62     0.034        10
      72.1      72.2     -0.46      1.41      0.65     0.023         8
      72.2      72.3     -0.12      1.47      0.63     0.030         6
      72.3      72.4      0.13      1.34      0.63     0.044        14
      72.4      72.5     -0.64      1.05      0.66     0.015        11
      72.5      72.6     -1.05      1.62      0.64     0.009         4
      72.6      72.7      0.16      1.65      0.61     0.043         4
      72.7      72.8     -1.45      1.42      0.63     0.020         6
      72.8      72.9     -0.48      1.49      0.63     0.032         6
      72.9      73.0     -0.13      2.10      0.64     0.024         8
      73.0      73.1     -0.67      1.29      0.65     0.009         6
      73.1      73.2     -0.13      1.86      0.63     0.034        16
      73.2      73.3     -1.42      1.07      0.65     0.009         5
      73.3      73.4      0.33      2.36      0.61     0.025         5
      73.4      73.5     -0.71      2.03      0.61     0.029         7
      73.5      73.6     -0.16      2.59      0.63     0.014         5
      73.6      73.7     -0.59      2.02      0.62     0.025         5
      73.7      73.8     -0.05      1.99      0.61     0.036        12
      73.8      73.9      1.37      1.40      0.55     0.062         4
      73.9      74.0     -0.35      1.62      0.61     0.064        11
      74.0      74.1     -0.07      2.69      0.60     0.028         5
      74.1      74.2     -0.94      2.60      0.63     0.009         4
      74.2      74.3      0.22      2.49      0.60     0.023         6
      74.3      74.4     -1.03      2.15      0.63     0.009         4
      74.4      74.5     -1.26      1.67      0.63     0.009         6
      74.5      74.6      0.59      0.38      0.56     0.054         6
      74.6      74.7     -0.89      2.09      0.63     0.015         9
      74.7      74.8     -0.79      2.06      0.62     0.022         9
      74.8      74.9     -0.01      2.27      0.60     0.023         6
      74.9      75.0      0.18      2.90      0.61     0.019         4
      75.0      75.1     -0.85      2.35      0.62     0.010         4
      75.1      75.2      0.32      2.22      0.59     0.026        10
      75.2      75.4     -0.22      2.12      0.61     0.021        12
      75.4      75.5     -1.22      1.09      0.63     0.008         8
      75.5      75.6     -0.27      1.94      0.62     0.016         6
      75.6      75.8     -0.34      1.82      0.58     0.030         9
      75.8      75.9      0.39      2.54      0.60     0.015         6
      75.9      76.0     -0.25      1.56      0.59     0.028         4
      76.0      76.1     -0.01      1.89      0.59     0.028        10
      76.1      76.3     -0.36      1.54      0.60     0.031        18
      76.3      76.5      0.23      1.78      0.58     0.024        11
      76.5      76.6     -0.33      1.02      0.57     0.033         4
      76.6      76.8      0.32      1.55      0.58     0.023        12
      76.8      77.0      0.41      1.30      0.57     0.043        12
      77.0      77.1     -0.86      0.32      0.61     0.000         8
      77.1      77.2      1.28      1.23      0.55     0.026         5
      77.2      77.4      0.66      1.13      0.57     0.020         9
      77.4      77.6      0.42      0.53      0.58     0.023         8
      77.6      77.7      1.00      0.92      0.58     0.015         6
      77.7      77.9      0.42      0.89      0.59     0.014        12
      77.9      78.1      0.51      0.88      0.56     0.027        11
      78.1      78.3      1.10      0.46      0.57     0.015         8
      78.3      78.4      0.66      0.56      0.56     0.028         4
      78.4      78.5      1.02      0.28      0.57     0.009         4
      78.5      78.6      1.10      0.52      0.57     0.019         4
      78.6      78.7      0.56      0.53      0.56     0.030        10
      78.7      78.8      0.81      0.54      0.57     0.015         9
      78.8      79.0      0.85      0.78      0.54     0.021         8
      79.0      79.2      0.97      0.82      0.55     0.025         7
      79.2      79.4      1.00      0.64      0.56     0.016         8
      79.4      79.6      0.94      0.53      0.56     0.020        15
      79.6      79.9      0.91      0.99      0.54     0.015         8
      79.9      80.1      0.70      0.78      0.55     0.010         4
      80.1      80.2      0.25      0.81      0.54     0.021         5
      80.2      80.4      0.48      0.75      0.56     0.008         8
      80.4      80.5      0.62      0.21      0.56     0.000         5
      80.5      80.6      0.45      0.88      0.53     0.019         4
      80.6      80.7      0.48      0.89      0.54     0.009         4
      80.7      80.9      0.50      1.14      0.53     0.015         6
      80.9      81.1      0.39      1.49      0.53     0.022         6
      81.1      81.2     -0.07      0.87      0.54     0.009         4
      81.2      81.3     -0.44      0.79      0.55     0.000         4
      81.3      81.4      0.25      1.03      0.53     0.015         7
      81.4      81.7      0.16      0.86      0.53     0.009         6
      81.7      81.9      0.22      1.07      0.51     0.015         6
      81.9      82.1     -0.18      1.36      0.52     0.017         6
      82.1      82.2     -0.63      0.90      0.53     0.009         6
      82.2      82.4     -0.18      1.14      0.52     0.015         7
      82.4      82.7      0.25      0.71      0.51     0.013         7
      82.7      82.9     -0.05      0.56      0.49     0.030         5
      82.9      83.1     -0.67      0.35      0.52     0.000         6
      83.1      83.2     -0.53      0.68      0.51     0.009         5
      83.2      83.5      0.20      0.74      0.50     0.009         4
      83.5      83.7      0.27      0.34      0.50     0.014         6
      83.7      84.0     -0.09      0.52      0.49     0.015         8
      84.0      84.1     -0.17      0.08      0.51     0.000         5
      84.1      84.4     -0.09      0.44      0.48     0.014         7
      84.4      84.8      0.03      0.38      0.49     0.009         6
      84.8      85.0      0.07      0.33      0.49     0.009         6
      85.0      85.3      0.03      0.31      0.49     0.009         5
      85.3      85.7     -0.56      0.35      0.47     0.009         7
      85.7      86.0     -0.45      0.36      0.47     0.009         6
      86.0      86.3     -0.46      0.38      0.47     0.009         5
      86.3      86.8     -0.94      0.10      0.46     0.000         4
      86.8      87.1     -1.10      0.24      0.46     0.008         7
      87.1      88.0     -1.04      0.46      0.44     0.007         5
      88.0      88.4     -1.43      0.53      0.44     0.008         4
